"荤噶盔牢喊(104亲格)","矫档喊","楷飞","己喊",2022,2022,2021,2021,2020,2020,2019,2019,2018,2018,2017,2017
"荤噶盔牢喊(104亲格)","矫档喊","楷飞","己喊",荤噶磊荐 (疙),荤噶伏 (绞父疙寸),荤噶磊荐 (疙),荤噶伏 (绞父疙寸),荤噶磊荐 (疙),荤噶伏 (绞父疙寸),荤噶磊荐 (疙),荤噶伏 (绞父疙寸),荤噶磊荐 (疙),荤噶伏 (绞父疙寸),荤噶磊荐 (疙),荤噶伏 (绞父疙寸)
"后趋 (D50-D64)","辑匡漂喊矫","1 - 4技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","1 - 4技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","5 - 9技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","5 - 9技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","10 - 14技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","10 - 14技","咯磊",0,,0,,0,,0,,0,,1,0.5
"后趋 (D50-D64)","辑匡漂喊矫","15 - 19技","巢磊",0,,0,,0,,0,,1,0.4,0,
"后趋 (D50-D64)","辑匡漂喊矫","15 - 19技","咯磊",0,,0,,0,,0,,0,,1,0.4
"后趋 (D50-D64)","辑匡漂喊矫","20 - 24技","巢磊",0,,0,,1,0.3,0,,2,0.6,0,
"后趋 (D50-D64)","辑匡漂喊矫","20 - 24技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","25 - 29技","巢磊",1,0.3,0,,0,,0,,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","25 - 29技","咯磊",0,,0,,0,,0,,0,,1,0.3
"后趋 (D50-D64)","辑匡漂喊矫","30 - 34技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","30 - 34技","咯磊",0,,0,,0,,1,0.3,1,0.3,1,0.3
"后趋 (D50-D64)","辑匡漂喊矫","35 - 39技","巢磊",1,0.3,1,0.3,0,,0,,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","35 - 39技","咯磊",0,,1,0.3,1,0.3,0,,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","40 - 44技","巢磊",0,,1,0.3,1,0.3,0,,0,,1,0.3
"后趋 (D50-D64)","辑匡漂喊矫","40 - 44技","咯磊",0,,0,,0,,0,,1,0.3,2,0.5
"后趋 (D50-D64)","辑匡漂喊矫","45 - 49技","巢磊",1,0.3,0,,1,0.3,2,0.5,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","45 - 49技","咯磊",0,,1,0.3,1,0.2,0,,0,,0,
"后趋 (D50-D64)","辑匡漂喊矫","50 - 54技","巢磊",0,,0,,0,,3,0.8,1,0.3,1,0.3
"后趋 (D50-D64)","辑匡漂喊矫","50 - 54技","咯磊",1,0.2,0,,1,0.3,0,,1,0.3,0,
"后趋 (D50-D64)","辑匡漂喊矫","55 - 59技","巢磊",1,0.3,1,0.3,1,0.3,1,0.3,2,0.5,4,1.1
"后趋 (D50-D64)","辑匡漂喊矫","55 - 59技","咯磊",2,0.6,0,,2,0.5,0,,2,0.5,1,0.2
"后趋 (D50-D64)","辑匡漂喊矫","60 - 64技","巢磊",3,0.9,2,0.6,4,1.2,2,0.6,4,1.3,3,1
"后趋 (D50-D64)","辑匡漂喊矫","60 - 64技","咯磊",0,,1,0.3,0,,2,0.6,1,0.3,0,
"后趋 (D50-D64)","辑匡漂喊矫","65 - 69技","巢磊",1,0.4,3,1.2,3,1.3,1,0.5,1,0.5,0,
"后趋 (D50-D64)","辑匡漂喊矫","65 - 69技","咯磊",0,,1,0.4,0,,3,1.2,2,0.8,1,0.4
"后趋 (D50-D64)","辑匡漂喊矫","70 - 74技","巢磊",4,2.2,3,1.7,1,0.6,4,2.3,6,3.7,3,1.9
"后趋 (D50-D64)","辑匡漂喊矫","70 - 74技","咯磊",4,1.9,0,,2,1,2,1,4,2.1,4,2.2
"后趋 (D50-D64)","辑匡漂喊矫","75 - 79技","巢磊",3,2.2,3,2.3,6,4.6,13,10.1,5,4,4,3.5
"后趋 (D50-D64)","辑匡漂喊矫","75 - 79技","咯磊",1,0.6,1,0.6,5,3.1,1,0.6,5,3.3,3,2.1
"后趋 (D50-D64)","辑匡漂喊矫","80 - 84技","巢磊",8,9.2,3,3.8,3,4.1,8,12,14,23.3,4,7.3
"后趋 (D50-D64)","辑匡漂喊矫","80 - 84技","咯磊",5,4.2,6,5.4,6,5.7,5,5,13,13.9,10,11.3
"后趋 (D50-D64)","辑匡漂喊矫","85 - 89技","巢磊",7,20.6,4,13,1,3.7,6,25.2,7,32.6,6,30.9
"后趋 (D50-D64)","辑匡漂喊矫","85 - 89技","咯磊",7,11,6,10.1,7,12.8,5,9.9,11,22.9,8,17.4
"后趋 (D50-D64)","辑匡漂喊矫","15 - 64技","巢磊",7,0.2,5,0.1,8,0.2,8,0.2,10,0.3,9,0.2
"后趋 (D50-D64)","辑匡漂喊矫","15 - 64技","咯磊",3,0.1,3,0.1,5,0.1,3,0.1,6,0.2,6,0.2
"后趋 (D50-D64)","辑匡漂喊矫","65技 捞惑","巢磊",24,3.4,18,2.6,15,2.3,36,5.8,42,7.1,18,3.2
"后趋 (D50-D64)","辑匡漂喊矫","65技 捞惑","咯磊",19,2.1,19,2.2,29,3.5,30,3.9,51,6.8,32,4.5
"后趋 (D50-D64)","何魂堡开矫","1 - 4技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","1 - 4技","咯磊",0,,0,,1,2.4,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","5 - 9技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","5 - 9技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","10 - 14技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","10 - 14技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","15 - 19技","巢磊",0,,0,,0,,0,,1,1.1,0,
"后趋 (D50-D64)","何魂堡开矫","15 - 19技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","20 - 24技","巢磊",0,,0,,0,,0,,1,0.8,0,
"后趋 (D50-D64)","何魂堡开矫","20 - 24技","咯磊",0,,0,,1,1,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","25 - 29技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","25 - 29技","咯磊",0,,0,,0,,1,1,0,,0,
"后趋 (D50-D64)","何魂堡开矫","30 - 34技","巢磊",0,,0,,0,,0,,1,1,0,
"后趋 (D50-D64)","何魂堡开矫","30 - 34技","咯磊",1,1.1,0,,0,,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","35 - 39技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","35 - 39技","咯磊",2,2,0,,1,0.9,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","40 - 44技","巢磊",0,,0,,2,1.7,0,,0,,0,
"后趋 (D50-D64)","何魂堡开矫","40 - 44技","咯磊",0,,0,,0,,0,,0,,1,0.8
"后趋 (D50-D64)","何魂堡开矫","45 - 49技","巢磊",1,0.8,0,,1,0.7,0,,1,0.7,1,0.7
"后趋 (D50-D64)","何魂堡开矫","45 - 49技","咯磊",0,,1,0.8,1,0.7,1,0.7,2,1.4,1,0.7
"后趋 (D50-D64)","何魂堡开矫","50 - 54技","巢磊",3,2.2,2,1.5,2,1.5,1,0.7,1,0.8,2,1.5
"后趋 (D50-D64)","何魂堡开矫","50 - 54技","咯磊",0,,0,,2,1.4,1,0.7,0,,0,
"后趋 (D50-D64)","何魂堡开矫","55 - 59技","巢磊",1,0.8,1,0.8,3,2.2,1,0.7,0,,3,2
"后趋 (D50-D64)","何魂堡开矫","55 - 59技","咯磊",2,1.5,0,,1,0.7,4,2.5,2,1.2,0,
"后趋 (D50-D64)","何魂堡开矫","60 - 64技","巢磊",3,2.1,5,3.5,6,4.3,0,,3,2.3,0,
"后趋 (D50-D64)","何魂堡开矫","60 - 64技","咯磊",3,1.9,3,1.9,1,0.7,1,0.7,1,0.7,1,0.7
"后趋 (D50-D64)","何魂堡开矫","65 - 69技","巢磊",5,4.3,6,5.4,5,4.8,5,5.1,4,4.2,2,2.2
"后趋 (D50-D64)","何魂堡开矫","65 - 69技","咯磊",5,3.8,4,3.2,4,3.5,2,1.8,3,2.9,1,1
"后趋 (D50-D64)","何魂堡开矫","70 - 74技","巢磊",8,9.8,6,7.6,3,4,2,2.8,5,7.4,2,3.1
"后趋 (D50-D64)","何魂堡开矫","70 - 74技","咯磊",5,5.2,2,2.2,2,2.3,2,2.4,0,,3,4
"后趋 (D50-D64)","何魂堡开矫","75 - 79技","巢磊",5,9.1,5,9.3,12,22.5,10,19.1,5,10,8,17.3
"后趋 (D50-D64)","何魂堡开矫","75 - 79技","咯磊",5,7.2,4,5.8,13,18.8,7,10.1,8,11.9,9,14.1
"后趋 (D50-D64)","何魂堡开矫","80 - 84技","巢磊",7,20.3,9,28.7,10,34.7,8,30.4,7,29.4,5,23.1
"后趋 (D50-D64)","何魂堡开矫","80 - 84技","咯磊",4,7.4,11,22.1,20,42.6,8,18.1,13,31.4,12,30.7
"后趋 (D50-D64)","何魂堡开矫","85 - 89技","巢磊",9,71.1,5,43.9,10,99.4,4,45.1,2,25.2,1,14.1
"后趋 (D50-D64)","何魂堡开矫","85 - 89技","咯磊",12,43.5,14,54,17,71.2,15,68.3,13,62.8,15,76.2
"后趋 (D50-D64)","何魂堡开矫","15 - 64技","巢磊",8,0.7,8,0.7,14,1.2,2,0.2,8,0.6,6,0.5
"后趋 (D50-D64)","何魂堡开矫","15 - 64技","咯磊",8,0.7,4,0.3,7,0.6,8,0.7,5,0.4,3,0.2
"后趋 (D50-D64)","何魂堡开矫","65技 捞惑","巢磊",36,11.9,31,10.7,45,16.4,29,11.2,25,10.2,18,7.7
"后趋 (D50-D64)","何魂堡开矫","65技 捞惑","咯磊",41,10.5,45,12.1,75,21.2,47,14,48,14.9,50,16.3
"后趋 (D50-D64)","措备堡开矫","1 - 4技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","1 - 4技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","5 - 9技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","5 - 9技","咯磊",1,2.1,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","10 - 14技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","10 - 14技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","15 - 19技","巢磊",1,1.7,0,,0,,0,,0,,1,1.2
"后趋 (D50-D64)","措备堡开矫","15 - 19技","咯磊",1,1.9,0,,0,,1,1.6,0,,0,
"后趋 (D50-D64)","措备堡开矫","20 - 24技","巢磊",0,,0,,0,,0,,1,1.1,0,
"后趋 (D50-D64)","措备堡开矫","20 - 24技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","25 - 29技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","25 - 29技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","30 - 34技","巢磊",0,,0,,1,1.4,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","30 - 34技","咯磊",0,,0,,0,,0,,1,1.5,0,
"后趋 (D50-D64)","措备堡开矫","35 - 39技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","35 - 39技","咯磊",1,1.4,0,,0,,0,,2,2.2,0,
"后趋 (D50-D64)","措备堡开矫","40 - 44技","巢磊",0,,1,1.1,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","40 - 44技","咯磊",0,,1,1.1,1,1.1,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","45 - 49技","巢磊",0,,1,1,0,,1,0.9,1,0.9,1,0.9
"后趋 (D50-D64)","措备堡开矫","45 - 49技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","50 - 54技","巢磊",2,1.9,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","50 - 54技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","55 - 59技","巢磊",0,,0,,0,,1,1,0,,0,
"后趋 (D50-D64)","措备堡开矫","55 - 59技","咯磊",0,,1,1,0,,0,,1,0.9,0,
"后趋 (D50-D64)","措备堡开矫","60 - 64技","巢磊",2,2.1,0,,2,2.3,1,1.2,0,,0,
"后趋 (D50-D64)","措备堡开矫","60 - 64技","咯磊",0,,0,,0,,1,1.1,1,1.2,1,1.2
"后趋 (D50-D64)","措备堡开矫","65 - 69技","巢磊",0,,1,1.5,3,4.9,0,,0,,0,
"后趋 (D50-D64)","措备堡开矫","65 - 69技","咯磊",0,,0,,0,,0,,1,1.6,0,
"后趋 (D50-D64)","措备堡开矫","70 - 74技","巢磊",0,,4,8.7,0,,1,2.5,2,5.3,1,2.7
"后趋 (D50-D64)","措备堡开矫","70 - 74技","咯磊",1,1.7,0,,1,1.9,1,2,0,,2,4.4
"后趋 (D50-D64)","措备堡开矫","75 - 79技","巢磊",1,3.2,0,,2,6.4,2,6.4,1,3.3,2,7
"后趋 (D50-D64)","措备堡开矫","75 - 79技","咯磊",4,9.4,3,7,2,4.5,0,,0,,1,2.4
"后趋 (D50-D64)","措备堡开矫","80 - 84技","巢磊",2,9.3,3,15.2,1,5.4,1,5.7,0,,4,26.9
"后趋 (D50-D64)","措备堡开矫","80 - 84技","咯磊",2,5.6,1,3,2,6.2,2,6.6,4,14,3,11.1
"后趋 (D50-D64)","措备堡开矫","85 - 89技","巢磊",2,22.2,1,12.1,1,13.7,0,,1,18.3,3,61.9
"后趋 (D50-D64)","措备堡开矫","85 - 89技","咯磊",5,25.8,1,5.5,4,24,1,6.6,8,57.2,4,31
"后趋 (D50-D64)","措备堡开矫","15 - 64技","巢磊",5,0.6,2,0.2,3,0.3,3,0.3,2,0.2,2,0.2
"后趋 (D50-D64)","措备堡开矫","15 - 64技","咯磊",2,0.2,2,0.2,1,0.1,2,0.2,5,0.6,1,0.1
"后趋 (D50-D64)","措备堡开矫","65技 捞惑","巢磊",5,2.8,9,5.2,8,4.9,5,3.2,6,4.1,11,7.9
"后趋 (D50-D64)","措备堡开矫","65技 捞惑","咯磊",14,5.8,9,3.9,10,4.5,6,2.8,15,7.4,16,8.2
"后趋 (D50-D64)","牢玫堡开矫","1 - 4技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","1 - 4技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","5 - 9技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","5 - 9技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","10 - 14技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","10 - 14技","咯磊",0,,0,,0,,0,,0,,1,1.5
"后趋 (D50-D64)","牢玫堡开矫","15 - 19技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","15 - 19技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","20 - 24技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","20 - 24技","咯磊",0,,0,,1,1.1,0,,0,,1,1
"后趋 (D50-D64)","牢玫堡开矫","25 - 29技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","25 - 29技","咯磊",0,,1,1,0,,0,,0,,1,1
"后趋 (D50-D64)","牢玫堡开矫","30 - 34技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","30 - 34技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","35 - 39技","巢磊",0,,0,,1,0.9,0,,0,,1,0.8
"后趋 (D50-D64)","牢玫堡开矫","35 - 39技","咯磊",0,,0,,0,,0,,0,,1,0.9
"后趋 (D50-D64)","牢玫堡开矫","40 - 44技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","40 - 44技","咯磊",0,,0,,0,,0,,0,,1,0.9
"后趋 (D50-D64)","牢玫堡开矫","45 - 49技","巢磊",0,,1,0.8,1,0.8,1,0.8,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","45 - 49技","咯磊",2,1.7,0,,0,,1,0.8,0,,1,0.8
"后趋 (D50-D64)","牢玫堡开矫","50 - 54技","巢磊",0,,0,,1,0.8,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","50 - 54技","咯磊",1,0.8,0,,0,,0,,1,0.8,0,
"后趋 (D50-D64)","牢玫堡开矫","55 - 59技","巢磊",0,,1,0.8,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","55 - 59技","咯磊",1,0.8,1,0.8,0,,0,,0,,1,0.8
"后趋 (D50-D64)","牢玫堡开矫","60 - 64技","巢磊",0,,0,,0,,1,1,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","60 - 64技","咯磊",0,,1,0.9,1,0.9,0,,1,1.1,0,
"后趋 (D50-D64)","牢玫堡开矫","65 - 69技","巢磊",0,,2,2.7,2,3.1,1,1.7,1,1.8,2,3.7
"后趋 (D50-D64)","牢玫堡开矫","65 - 69技","咯磊",0,,1,1.3,0,,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","70 - 74技","巢磊",0,,1,2.1,1,2.1,0,,0,,0,
"后趋 (D50-D64)","牢玫堡开矫","70 - 74技","咯磊",0,,1,1.9,1,1.9,1,2,0,,2,4.4
"后趋 (D50-D64)","牢玫堡开矫","75 - 79技","巢磊",1,2.9,2,6.1,4,12.7,2,6.5,1,3.4,1,3.7
"后趋 (D50-D64)","牢玫堡开矫","75 - 79技","咯磊",3,6.9,3,7,3,7.1,1,2.4,3,7.2,1,2.5
"后趋 (D50-D64)","牢玫堡开矫","80 - 84技","巢磊",3,14.1,5,25.8,1,5.5,0,,1,6.4,2,14.1
"后趋 (D50-D64)","牢玫堡开矫","80 - 84技","咯磊",4,11.4,4,12.2,4,12.7,3,10,1,3.5,3,11.2
"后趋 (D50-D64)","牢玫堡开矫","85 - 89技","巢磊",1,11.2,3,36.9,0,,1,15.9,0,,1,19.3
"后趋 (D50-D64)","牢玫堡开矫","85 - 89技","咯磊",3,14.6,2,10.3,2,11.2,5,30.1,8,51.6,3,20.8
"后趋 (D50-D64)","牢玫堡开矫","15 - 64技","巢磊",0,,2,0.2,3,0.3,2,0.2,0,,1,0.1
"后趋 (D50-D64)","牢玫堡开矫","15 - 64技","咯磊",4,0.4,3,0.3,2,0.2,1,0.1,2,0.2,6,0.6
"后趋 (D50-D64)","牢玫堡开矫","65技 捞惑","巢磊",7,3.5,15,8.1,9,5.2,5,3.1,4,2.7,6,4.2
"后趋 (D50-D64)","牢玫堡开矫","65技 捞惑","咯磊",15,6,14,6,12,5.4,13,6.2,14,7,11,5.8
"后趋 (D50-D64)","堡林堡开矫","1 - 4技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","1 - 4技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","5 - 9技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","5 - 9技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","10 - 14技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","10 - 14技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","15 - 19技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","15 - 19技","咯磊",0,,0,,0,,0,,0,,1,2
"后趋 (D50-D64)","堡林堡开矫","20 - 24技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","20 - 24技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","25 - 29技","巢磊",0,,0,,0,,1,2,0,,0,
"后趋 (D50-D64)","堡林堡开矫","25 - 29技","咯磊",1,2,1,2,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","30 - 34技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","30 - 34技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","35 - 39技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","35 - 39技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","40 - 44技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","40 - 44技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","45 - 49技","巢磊",0,,0,,0,,1,1.6,0,,0,
"后趋 (D50-D64)","堡林堡开矫","45 - 49技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","50 - 54技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","50 - 54技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","55 - 59技","巢磊",0,,0,,0,,1,1.8,2,3.7,1,1.9
"后趋 (D50-D64)","堡林堡开矫","55 - 59技","咯磊",0,,0,,0,,1,1.8,0,,0,
"后趋 (D50-D64)","堡林堡开矫","60 - 64技","巢磊",0,,1,2.1,1,2.2,1,2.4,0,,0,
"后趋 (D50-D64)","堡林堡开矫","60 - 64技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","65 - 69技","巢磊",1,3,1,3.2,1,3.4,0,,0,,1,3.6
"后趋 (D50-D64)","堡林堡开矫","65 - 69技","咯磊",0,,0,,0,,0,,1,3.2,0,
"后趋 (D50-D64)","堡林堡开矫","70 - 74技","巢磊",2,8.1,0,,0,,0,,3,14.3,0,
"后趋 (D50-D64)","堡林堡开矫","70 - 74技","咯磊",0,,1,3.4,1,3.5,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","75 - 79技","巢磊",0,,2,11.6,1,5.9,0,,0,,0,
"后趋 (D50-D64)","堡林堡开矫","75 - 79技","咯磊",1,4.4,1,4.4,0,,0,,0,,1,4.7
"后趋 (D50-D64)","堡林堡开矫","80 - 84技","巢磊",1,8.6,1,9.6,0,,2,22.2,2,24.4,1,13.4
"后趋 (D50-D64)","堡林堡开矫","80 - 84技","咯磊",5,27.2,3,17.7,3,18.7,0,,2,13.7,4,29.1
"后趋 (D50-D64)","堡林堡开矫","85 - 89技","巢磊",0,,0,,0,,1,30.5,0,,1,37
"后趋 (D50-D64)","堡林堡开矫","85 - 89技","咯磊",4,40.1,3,31.8,6,67.5,3,36.2,2,25.8,2,27.2
"后趋 (D50-D64)","堡林堡开矫","15 - 64技","巢磊",0,,1,0.2,1,0.2,4,0.8,2,0.4,1,0.2
"后趋 (D50-D64)","堡林堡开矫","15 - 64技","咯磊",1,0.2,1,0.2,0,,1,0.2,0,,1,0.2
"后趋 (D50-D64)","堡林堡开矫","65技 捞惑","巢磊",6,6.4,4,4.5,4,4.7,4,5,7,9.1,3,4.1
"后趋 (D50-D64)","堡林堡开矫","65技 捞惑","咯磊",12,9.7,17,14.3,14,12.3,4,3.7,8,7.6,8,7.9
"后趋 (D50-D64)","措傈堡开矫","1 - 4技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","1 - 4技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","5 - 9技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","5 - 9技","咯磊",0,,0,,1,3,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","10 - 14技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","10 - 14技","咯磊",0,,0,,1,3,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","15 - 19技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","15 - 19技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","20 - 24技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","20 - 24技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","25 - 29技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","25 - 29技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","30 - 34技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","30 - 34技","咯磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","35 - 39技","巢磊",0,,0,,1,1.9,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","35 - 39技","咯磊",0,,0,,0,,1,1.8,0,,0,
"后趋 (D50-D64)","措傈堡开矫","40 - 44技","巢磊",0,,0,,0,,0,,0,,0,
"后趋 (D50-D64)","措傈堡开矫","40 - 44技","咯磊",0,,0,,0,,0,,0,,1,1.6
